,id,script
674,CSmYRGM-900,그다음에 이 녀석을 또 우리 인수에 공식 떠올려보면에 제곱 더하기 더위와 이제 우리가 앞선 방에서는 곱셈공식 변형이라는 그런 이름으로 배웠죠
675,CSmYRGM-900,이 녀석은 이렇게 됩니다
676,CSmYRGM-900,오른쪽여서 이건 플러스와 이에 제곱 의의 플러스와 이제 우리다 뭐 이런 식으로 우리가 해볼 수 있겠습니다
677,CSmYRGM-900,됐나요
678,CSmYRGM-900,밑에 거다만 해볼까 이번엔 어떤 친구가 이렇게 변환하고 싶을 때요
679,CSmYRGM-900,그러면은 마찬가지로 얘를 라지로 예를 나지라고 생각하고 한번 다시 한번 써볼 게라 젝스 세제곱 다시 세제곱 아주 아이템이 봅니다
680,CSmYRGM-900,그러면은 이거는 라지에 라제 제곱 플러스 라섹 느와 플러스 맞이와의 제곱 이렇게 되겠죠
681,CSmYRGM-900,원래도 돌려줘
682,CSmYRGM-900,이건 스몰 제곱 스 몰고고 이건 제곱의 제곱이고요
683,CSmYRGM-900,스몰 제곱 제곱에 숨어 애들 곰 이렇게 되겠습니다
684,CSmYRGM-900,그치자 그러면은 앞에 이어서 와의 플러스와의 이렇게 되는 거고요
685,CSmYRGM-900,그다음 곱셈 무시 변형을 제대로 이제 왜 했는지 모르겠지만 아직 못 여그 괜찮아 여러분 지금 처음 공간 단계니까 아 그렇게 엄격하게 왜 올려보도록 할 필요가 없습니다
686,CSmYRGM-900,하다 보면 넣으세요
687,CSmYRGM-900,이런 식을 우리가 전개될 수 있는 거죠
688,CSmYRGM-900,그렇죠
689,CSmYRGM-900,그래서 날 당연히 의결과 나이 결과 나 당연히 같다 당연히 같다는 확인할 수 있습니다
690,CSmYRGM-900,제가에서 드리고 싶은 말씀은 여러분 보는 어떤 공식이 나왔다 줘
691,CSmYRGM-900,제교육적없뭐제호제붙어있구요
692,CSmYRGM-900,제곱부터 시험에 잘 나오는 겁니다
693,CSmYRGM-900,나오면은 이렇게 한번 만들어 말할 거야
694,CSmYRGM-900,만들어봐라
695,CSmYRGM-900,물론 자신 없을 거야
696,CSmYRGM-900,대체 수학 안전한 친구들은 셈 쳐 이런 자신 없습니다
697,CSmYRGM-900,하는 이야기를 하는데요
698,CSmYRGM-900,사실 결국 시간의 문제일 뿐이지
699,CSmYRGM-900,결국 여러분이 가할 수 있게 되거든
700,CSmYRGM-900,아 아무리 수학 친구들도 결국 시험 대비하면서 열심히 하다 보면 할 수 있게 돼요
701,CSmYRGM-900,근데 그 할 수 있게 되는 시간이 시험 보기 일주일 전이냐 아니면 시험 보기 한 달 전이냐에 따라서 이제 여러분의 등급이 달라지는 거지
702,CSmYRGM-900,그러니까 어차피 여러분 하게 되거든
703,CSmYRGM-900,어차피 할 수 있게 되니까 미리미리 좀 많이 연습해 보자고 알겠지
704,CSmYRGM-900,그 다음자 한번 적어보도록 하죠
705,CSmYRGM-900,이런 건 인습을 해보십시오라고 했어요
706,CSmYRGM-900,그러면은 공포 미술 묶어낼 생각을 먼저 하셨는데 어떻게 먹는지는 여러분 자유야
707,CSmYRGM-900,어떤 사람은 이렇게도 개개를 봐가지고 묶어내고 보 꺼내고 이렇게 한 사람도 있을 거고요
708,CSmYRGM-900,또는 이렇게 할 수도 있다네 제공하고 제곱 빼기로 이런 식으로 따로따로 이렇게 만든 경우도 있어요
709,CSmYRGM-900,흔히 이런 해법을 이야기 많이 하거든 인해 개면 이렇게 항의 개잖아 그러면은 두 가지의 법 중에 하나에요
710,CSmYRGM-900,뭐냐면은 둘씩 짝지어서 이렇게 한번 관찰해 보거나 또는 투플러스 투아니 면 원 플러스 원에 먹는 프로 썼냐 프로필로 이렇게 관찰해 보거나 두 가지 방법이 있습니다
711,CSmYRGM-900,이 문제는 투플러스 프로 관찰해도 되고요
712,CSmYRGM-900,이 문제의원으로 풀어도 상관없어요
713,CSmYRGM-900,알겠죠
714,CSmYRGM-900,저는 이번에는 플러스 원을 해보겠습니다
715,CSmYRGM-900,아플 거 하나랑 뒤에 거개를 묶어 가지고 따로따로 볼 거야
716,CSmYRGM-900,자 그렇게 보는 이유는 제곱의 제곱 예제 곰 이렇게 되는 거거든
717,CSmYRGM-900,그 다 익어 눈에 보이 여러분 우리 초보들은 잘 안 보일지도 모르겠지만 무언가에 제곱 빼기 무언가에 제가 어디가 하차 공식이에요
718,CSmYRGM-900,합쳐 공식 그러면은 앞에 거제 곱다 하기 뒤엎어 제곱 앞에 거제도 뒤에 거세고 이런 식으로 여러분들이 쓸 수 있다고 합정질에 제곱의 제곱은 적는다
719,CSmYRGM-900,이제에 그럼 여러분 집에 가서 엄마한테 물어봐다 알 거야
720,CSmYRGM-900,엄마들도 합천호 싶답니다
721,CSmYRGM-900,워낙 국민이 몽실이 앞차 공식은 자 그다음 인수분해는 요
722,CSmYRGM-900,때까지 계속하셔야 됩니다
723,CSmYRGM-900,앞에 깨인 수맥도 되죠
724,CSmYRGM-900,플러스의 일로 인수하되고 뒤에 거는 인수분해 되지 않네요
725,CSmYRGM-900,이렇게 쓰시면 되겠습니다
726,CSmYRGM-900,개쩜이런식으로인턴의하자자이번에는조금다른이야기이거든요
727,CSmYRGM-900,공통부분 있는 모양인데 여러분이 앞선 강의에서 전개하는 연습할 때 공포 부분이 있으면 화 낮아 이런 거 배워봤죠
728,CSmYRGM-900,그래서 뭐 크게 어렵진 않습니다
729,CSmYRGM-900,우리 이런 거 인수분해 할 때도 요
730,CSmYRGM-900,일단은 전개를 한 다음에 다시 인수분해시켜줘야 되는데 전개할 때 조금 편하게 하려면 이 녀석을 아직 쓰라고 없는 칠원 해보자 이런 거죠
731,CSmYRGM-900,수학에서 화는 앞으로 되게 많이 쓸 기술 중에 하나야 자아 제곱의 바로 해보는 거야라고 젝스 플러스 인 라자 있지만 싸니까 이래서 이렇게 되겠습니다
732,CSmYRGM-900,그러면은 자 너무 쉽잖아 그림 다음 라텍스를 원래대로 돌려줘
733,CSmYRGM-900,요고온고플러스이런식으로원래대로돌려줍니다
734,CSmYRGM-900,그렇죠 그다음 인수분에는 탈 때까지 한다
735,CSmYRGM-900,그래서 플러스 여기는 일에 전체되고 그렇게 인수분해 됩니다
736,CSmYRGM-900,이것도 어렵지 않지
737,CSmYRGM-900,아자 마지막 이게 상당히 중요한 기술 중의 하나입니다
738,CSmYRGM-900,형태가 워낙 독특해서 여러분 닻 아마 이 기억이 날 겁니다
739,CSmYRGM-900,과로가 개나 있어요
740,CSmYRGM-900,뒤의 삶 주다나 붙어 있습니다
741,CSmYRGM-900,이럴 때 앞이 한다 그랬다 전개할 때 둘씩 짝지어서 전개하기로 했는데 불씩 짝 찍는 방법이 더해서 같아지는 둘끼리 그러면 첫 번째와 네 번째를 이렇게 둘이 곱해주고요
742,CSmYRGM-900,두번째와세번째리를공급해주게되면공통부분이튀어나오게되어있다자예랑예랑더해봐
743,CSmYRGM-900,호저 얘랑 나랑 그 외에도 소조 이렇게 더해서 같은 것끼리 곱해줘야 예쁜 많이 나온다고 처음 거란 끝에 커 정리해 볼게고 플러스 엑셀 법 플러스플러스 이렇게 되겠습니다
744,CSmYRGM-900,아니 그럼 이거는 방금 전에 프로톤 문제 완전히 똑같아지죠
745,CSmYRGM-900,공통부분 취한에서 파는 건데 자고 통부분치 원할 때 어떤 친구들은 그냥 제곱 빼기 이게 눈에 보이니까 이해를 라지 엑스라지 이렇게 취한 하거든요
746,CSmYRGM-900,당연히그렇게도되고또는이렇게해도괜찮아이걸전체를라고나버려
747,CSmYRGM-900,그럼얘는저앞에에다가얼만큼더한겁니까플러스을더한거죠
748,CSmYRGM-900,그럼 전개할 때 조금 더 쉽게 전개할 수도 있거든
749,CSmYRGM-900,뭐별차이없는거지만라섹고베플러스이렇게되고어이렇게되거야하하제고플러스일이니까플러스호의전체제목이다
750,CSmYRGM-900,뭐 이렇게 할 수가 있겠습니다
751,CSmYRGM-900,됐죠
752,CSmYRGM-900,그래서 우리가 지금 어 이번 첫 번째 시간에는 요인 수분에서 가장 기초가 되는 세 가지 케이스를 해봤습니다
753,CSmYRGM-900,앞을할게법않아여으암튼인수분해는한연습하자되니깐요강의일간것도보시고이부분번째연습한다음에그다음방의공부하는더좋을수않습니다
754,Ca0lFg2MGSc,아으수학의다완년제급식을이용한이차방정식의풀이자여러분들께서이차방정식의풀이법가지중에서제곱근을이용한이차방정식의프리개념을알고계신상태에서오늘클립을들으셔야됩니다
755,Ca0lFg2MGSc,만약에 제고 끔 풀이법을 이해하지 못했다면 그 클립을 찾아서 들으시고 그리고 오늘 함께해 주셔야 됩니다
756,Ca0lFg2MGSc,자와는 전제 급식을 비유해서 차 방정식의 해를 구하는 과정이다 모에 이미 빈칸들이 지금 보이고요
757,Ca0lFg2MGSc,그것을 채워서 뭐 이런 값을 계산 나라라는 게 지금 문제입니다
758,Ca0lFg2MGSc,자 우리는 만 전 제곱식을 이용해서 풀어라라고 했을 때 정말 제곱이라는 글 잘 개를 뭐 딱 떠올려야 되는 오늘 수학의 답은 뭘까요 그렇죠
759,Ca0lFg2MGSc,바로 제곱의 개수가 일 때에게 수의 절반의 제곱 이상수 항의라는 이 문장을 여러분들은 머릿속에 딱 기억하고 계셔야 이 문제를 해결할 수 있는 겁니다
760,Ca0lFg2MGSc,자 결국 우리는 제고 끔 풀이법이라는 건 여기서부터의 시작입니다
761,Ca0lFg2MGSc,아 어떤 수에 제곱이 멋있다고 주어지면 우리는 제곱을 없애면서 반대편의 플러스마이너스 루트를 붙이면 된다
762,Ca0lFg2MGSc,이 내용은 알고 있어요
763,Ca0lFg2MGSc,그리고해라는것을의값이니까가뭐다라고표현하기위해서많이향하면이렇게써줄수있다는것까지도알고있습니다
764,Ca0lFg2MGSc,그러니까 일단 씨가 못질 알아야 이 아래 땅 겔 내려올 수 있을 거고 결국 완전 제곱을 만드는 게 우리의 목적이구나
765,Ca0lFg2MGSc,이렇게 생각하시면 되겠죠
766,Ca0lFg2MGSc,그다음에 이 문제를 풀기 위해서 알아야 할 또 하나의 개념은 중일 때 배웠던 등식의 성질이요
767,Ca0lFg2MGSc,등식은 양변에 같은 수를 더 알아 빼거나 고파가 나이 아닌 투로 나누어도 변하지 않는 다 알고 있어
768,Ca0lFg2MGSc,자 이 두 가지 개념을 가지고서 이 문제를 해결해야 됩니다
769,Ca0lFg2MGSc,자 그럼 첫 번째 완전히 재 급식은 제곱의 개수가 일이어야 되어 지금 여기 봄을 제곱에게 수가 얼마요입니다
770,Ca0lFg2MGSc,이걸 일로 만들기 위해선 그럼 양변을 물론 알아야 됩니까
771,Ca0lFg2MGSc,첫 번째 당연히 제곱의 개수로 나눠야 되겠죠
772,Ca0lFg2MGSc,이렇게 나눠주면 대검 나오고 분의 나오죠
773,Ca0lFg2MGSc,자 갑자기 여기 이렇게 있어요
774,Ca0lFg2MGSc,유사의 한 단계를 더 써보겠습니 다로 나누면 제곱 빼기 분의 분의 삼은 이기 때문에 이 산수항을 이양해 줍니다
775,Ca0lFg2MGSc,그럼의 값은 결국 뭐가 될 플러스 이불에 이다라는 걸 여러분들이고 할 수 있는 상태죠
776,Ca0lFg2MGSc,자 그러면 현재 제곱 빼기 분의는 완전 제급식이 아니야 당연히 왜 상상이 없어요
777,Ca0lFg2MGSc,유튜브에 증오의 좌변 얘기하는 겁니다
778,Ca0lFg2MGSc,그러면 완전 제 굽이 되기 위해서 필요한 상수는 뭐라 그랬어요
779,Ca0lFg2MGSc,엑셀 개수의 절반의 제고 비었습니다
780,Ca0lFg2MGSc,자 그럼 연휴식을 이제 옆에서 다시 한번 써보면 대고 부스 맥스가 있는 상태이고요 우변의 불의의 있습니다
781,Ca0lFg2MGSc,얘가 완
782,Ca0lFg2MGSc,든 직업이 아니에요
783,Ca0lFg2MGSc,그럼 뭐가 필요하다고 해요
784,Ca0lFg2MGSc,완전 지급이 되기 위해서 에쎄 개수의 절반이 거의 절반이라는 건 분의 이겠죠
785,Ca0lFg2MGSc,그것의 제곱이 산수 왕의 들어와야 완전 제곱 시 기다 하는 이 학교 누가 좌변이요
786,Ca0lFg2MGSc,근데 우리는 완전 지급식을 만들기 위해서 좌변에 분에 구라는 이 주황색 글씨를 더해버렸죠
787,Ca0lFg2MGSc,그러면 도와 석리 폐 안에 안에 깨져버려요
788,Ca0lFg2MGSc,왜 이쪽에 이만큼 커져 쓰니까 그럼 증오를 유지하고 싶으면 양변에 같은 수를 더해야 되니까 육 연애도 분의를 똑같이 더해주는 겁니다
789,Ca0lFg2MGSc,그러면 이제 이 좌변은 얼마의 얻는 제곱이 되냐라고 있을 때 안 다음에 절반의 중 갑 들어 온라인 수분회에서 여러분들이 공부를 많이 했었던 내일 거예요
790,Ca0lFg2MGSc,그리고 우변은 뭐가 된다 계산해 보면 이불에 삶이라는 것이 분의 적분 애니까 분에 화 더해져서 분에 이다
791,Ca0lFg2MGSc,여기까지 갈 수 있는 거예요
792,Ca0lFg2MGSc,비슷하게 나왔네요
793,Ca0lFg2MGSc,그저 자 그렇다면 이제 씨의 값은 그대로 분의이다 비해 값은 완전 제고 및 외계에서 필요한 상수가 분에 보였다 차례대로 채워줄 수 있을 거고요
794,Ca0lFg2MGSc,자 이제 결과를 구하 기서 여기서부터 이제 끝까지 가볼 텐데 제곱이 없어지면 반대편에 뭐가 붙는다 그랬습니까
795,Ca0lFg2MGSc,바로 플러스마이너스 루트가 붙는데 루트는 사니까 바로 빼내 고분자 루트만 그대로 개 있습니다를 구할 거예요
796,Ca0lFg2MGSc,요가 이양해야 되겠죠
797,Ca0lFg2MGSc,이양해 보면 이는 분의 플러스마이너스분의 루트이니까 이걸 하나로 통분해서 써주면 분의 플러 스루 분의 플러스마이너스 루트 이렇게 여러분들께서를 구해주면 되는 거예요
798,Ca0lFg2MGSc,일단 그래서 여러분들께 서버에 뒤에 값은 계산을 통해서 충분히 피할 수 있을 거예요
799,Ca0lFg2MGSc,분수의 덧셈이니까 성패 셈이니까 그건 여러분들이 해 주시면 되며 오늘 수학의 다 키포인트는 지금 베어 썼더니 완전 제급식 만드는 과정에 보 있어 제곱의 개수가 일이 아닐 때 그 급에 개수로 나누어서 제거 베개 수를 노 만든 후의 개수의 절반의 제곱 이상 수왕이 되도록 하는 상수를 더해주면 등식은 양변에 같은 술 더 해야 된다
800,Ca0lFg2MGSc,이개념그래서완전지급식맞는다면은제고끔프리법으로우리가를프하면된다는겁니다
801,Ca0lFg2MGSc,자 이내용은 어디로 연결될 거냐면요
802,Ca0lFg2MGSc,여러분들이 이차방정식의 풀이법 가지가 그 내공 십니다
803,Ca0lFg2MGSc,세 번째가 어근의 공식을 유도하는 과정에서 완전 제급식을 이용한 프리 법이 쓰이기 때문에 반드시 프리하는 방법을 기억해 주셔야 되겠습니다
804,Ca0lFg2MGSc,아박수아으
805,DDZ8vvoQC7g,우리가 드디어 이차방정식 파트로 넘어왔습니다
806,DDZ8vvoQC7g,어어어차언정씩불줄알아차인숙은애까지얘들아가능하니이제내가인수분해가어느정도연습을되었다는친구들은이이차방정식강에남아클릭했을텐데요인수분해를내가그냥투기기본적인것밖에모르고그냥거기서끝나고바로문제많이안풀고맡아요란친구들은요
807,DDZ8vvoQC7g,예수분의 문제만이 많이 풀고 오셔야 됩니다 건 써 연관성이 굉장히 깊기 때문 에어요 내용을 배우기 앞서서 예수 내 진짜 빡세게 공부를 하고 와야 돼요
808,DDZ8vvoQC7g,자 그렇다면은 이제 오늘 배울 이차방정식 또 역시 또 만만치 않은 단원 얘긴 한데요
809,DDZ8vvoQC7g,내가 이제 여기에 정도까지 왔다
810,DDZ8vvoQC7g,그러나 진짜 아 뭐 좀 수학 좀 배운 사람 같은데 이런 느낌을 아마 가져도 될 거야
811,DDZ8vvoQC7g,너희들이 그런데 그 항내 단원의 첫 번째는 조금 기본적인 내용만 나와요
812,DDZ8vvoQC7g,그 교재 자체의 그래서 있잔 아이 차 방정식이라는 것은 게이 차 방정식 야라고까지 만 나오기 때문에 너희 집이 음욕 문제가 나왔을 때 오어 이거 장난 아닌데 난 여기까지 안된 거 같은데 나는 뭔가 개념을 좀 덜 배운 나보다 호색한 친구들이 있기 때문에 오늘 선생님이 그 개념에 대해서 확실하게 좀 잡아드리고 우리 친구들 차 받으시고 완벽하게 마스터할 수 있도록 도와드리도록 할게요
813,DDZ8vvoQC7g,자 그러면 우리는 본격적으로 이차방정식 난이도로 나는요 내용을 배우게 하셔서 잠깐잠깐 중학교 학년 때를 살짝 거슬러 올라가 보도록 할게 요절 중학교 학년 때 따 올라오자마자 어떤 거 배우는 스키 없나니 뭐 거듭제곱 뭐 소수의 록 것들이 배우다가 소수 합성수 외로운 배우다가 뒤에 살짝 넘어가면 갑자기 자식 이렇게 되어 배운다 그런 건지배 우는데 차시기 뭐냐 에라 막중 학교 올라오기 전까지는 모네 뭐 더하기는 내몬 얼마 게 뭐 이렇게 초등학교 땐 항상 메모를 좋아했었어
814,DDZ8vvoQC7g,그렇게 해도 이렇게 결단이 그런데 쭉 올라오면서 야 이거 쪼금 우리가 집 중생들 유치하지 않냐
815,DDZ8vvoQC7g,이거 내고 말고 좀 문자를 써서 사용하자 이런 거 있잖아 그러면서 문자를 사용하는 그 기본적 인물에 대해서 알려주기 시작해야 너 있잖아 안된다 숫자가 문제 앞에 와야 돼
816,DDZ8vvoQC7g,그리고 우리는 고파 길다 생각했을 거야
817,DDZ8vvoQC7g,뭐 이럼 어떤 기본적인 수학의 매너를 알려주기 시작한다 말이야
818,DDZ8vvoQC7g,그래서 모임 뭐 산 와 이런 것을 알려주어 그러면서 걔네들을 게 상아는 방법을 알려준다고 그래서 뭐 무 이런 것도 뭐 플러스분의 플러스 팩 뭐 이런 것들을 박 알려주기 시작하는데 금속 동물원 개선하고 먹겠어 전액 에지 그 단원이 바로 차씩 단원 유일 자식과 그게 산물이 생겼어
819,DDZ8vvoQC7g,근데 그 바로 다음다음에 뭐가 나오냐며는 여기에라고 똑같아내가 갑자기 및 영어 붙여 그래서 뭐라고 이야기하면 제아 있잖아
820,DDZ8vvoQC7g,얘는 차 뭐라고 하니 방정식이 알아 구약의 자 방정식 그다음에 이제 학년으로 올라가서 여기에다가 그대로 모르고 치냐를 붙여 애들아 보세요
821,DDZ8vvoQC7g,뭐라고 했습니까
822,DDZ8vvoQC7g,일차함수라고 계약에 썼어
823,DDZ8vvoQC7g,우리가이것을이제학년이년에거쳐이르려면거쳐식으로했는데그러고나서이제주석의사망올라오고나서업되고제곱근플러스유에너스그트상왜이런거하면서장을제공끝내오지
824,DDZ8vvoQC7g,아니 말투 물어본 다음에 그다음 단원의 인수 문야엘 배워 썼던 거야
825,DDZ8vvoQC7g,근데 그 인수분해라는 게 색깔 살짝 하고 써볼게요
826,DDZ8vvoQC7g,제곱 이런 거 거의 술내 진해봐
827,DDZ8vvoQC7g,이렇게 써 차식을 고배 형태 나타내는 그 인수분의 연습으로 박스 했단 말이야
828,DDZ8vvoQC7g,그치지 거 뭐라고 차 시기라 기차신 끔 얘들 아이 천식을 수분한 것 열심히 연습해 썼는데요
829,DDZ8vvoQC7g,바로 다음 단원이 바르고 이차방정식요 차체 전요
830,DDZ8vvoQC7g,뭐 하기 시작하는 것 갑자기 여기 또 끝은 에다가 능력을 부츠거든요
831,DDZ8vvoQC7g,그래서뭐라고할것같니차배구담일차방정식그랬잖아차식배우그냥뭐병과이차방정식변화에의한즉흐름이누가이자방영심자그러면그다음에뭐별건여기에다가능력대신에몸붙일것같애는를붙이는거아이붙여주고뭐라고하겠니게를이차함수라고하겠죠
832,DDZ8vvoQC7g,약간 루시 리자 시리즈 얘를 이차함수라고 이야기할 거고요
833,DDZ8vvoQC7g,우리는 그 한 중간쯤에 와 있다고 생각해 주면 되겠죠
834,DDZ8vvoQC7g,그래서 이게 중학교에 연상 팥의 약간 큰 흐름이라고 생각해 주시면 돼요
835,DDZ8vvoQC7g,조그래서 이제니 차 방정식 문제 알아라고 물어 그게 첫 번째 나니 거야
836,DDZ8vvoQC7g,스캔네 여기는 누구나 다 할 수 있어 이거 못한 사람 거의 없더라고 해봤더니 근데 문제는 뭐냐
837,DDZ8vvoQC7g,여기 여기까지 갔을 때 이제 막 버벅거리고 이제 저녁 개념을 잘못 배운 것 같아요
838,DDZ8vvoQC7g,그래서 이차방정식 모집을 막 열심히 해요
839,DDZ8vvoQC7g,다시 여기까지 갔다가 여기 없어 막힌 거야
840,DDZ8vvoQC7g,그럼 왜 막히는지 선생님 이제 오늘 알려드리도록 할게요
841,DDZ8vvoQC7g,자 그래서 누차방 정책이라는 것은 그 내용 자체는 결계 없어
842,DDZ8vvoQC7g,사실뭐냐면입차시늠여기꼴로표현되어있는것을우리가이차방정식이다라고이야기할걸어떻게표현하고하고뭔가차식나와에얌차시기든크다메고에관한차시기든차시기있어야되고뭐가이색의는명있어요
843,DDZ8vvoQC7g,내미녀있을때니까왼쪽으로다때려바꾸나서얘네들동년정맥오다정녘에쌀새씩만남고그다음엔있음우리가차시기이렇게이해를하고하고그래서완전수윤스텝단계에서몰고뭐냐면야이거차방정식이이제아닌장을골라봐라고기억이는것을이거봐거놓고그다음에요것도막아놓고후예가디어애가이은뭐이런애가기그뭐이렇게한다고그럼너는아너는방정식이방정식인데에차방정식이도나탈락아아너는차식인차식인데미차방정식안되는구나
844,DDZ8vvoQC7g,능력이었구나
845,DDZ8vvoQC7g,너만 합격 이런 식으로 물어본 게 일단 게 많이 거야
846,DDZ8vvoQC7g,그러면은 미담 개나 나이도 뭐가 요기 까지 가 지도자 다시 뭐이라는 게 각 은율 정도 여기에 조금 더 업그레이드되면 이렇게 얘 기한 다 됐잖아
847,DDZ8vvoQC7g,이차방정식 내가 지금 고르고 어떤 이차방정식 내가 되고 싶거든
848,DDZ8vvoQC7g,요건 조금 줄게요
849,DDZ8vvoQC7g,근데 말이야
850,DDZ8vvoQC7g,이대가 개 서있는 애가 차 방정식이 되면 지금의 이가 어떻게 될 된지 그 조건을 안 먹어야 이렇게 물어보라고 예를 들어서 제곱 플러스에다가 오퍼스 치는 제곱 플러스 몹 이를 주나와 나비 가능할까 요충 너무 어려우니까 갑자기 묽은 아스 내가 차시기 되기 위한에 좁거나 구할 수라고 묻더군요
851,DDZ8vvoQC7g,그러면 어쨌든 뭐 있는 것 같은데 그럼이고 선생님이자 검정 씨가 아니라고 하면 안 되고 싹 몰아넣었을 때 차만 남고 능력 만들어 되잖아가 많이 게일이 된다는 거 될까가 만약에 일이 된다면 어떤 상황이 벌어지는 야 이거 일이 된다면 양쪽에서 찍지 없어지긴 그 차 방적이 될 수가 없는 것이 아 아 그러니까 야 너 그냥 아무거나도 하고 싶은 다 해에 일어 하고 싶은 거다 하는데 다만 말 되지 않았으면 좋겠어
852,DDZ8vvoQC7g,이렇게 조건은 거주되는 거야
853,DDZ8vvoQC7g,여기 가만히 기 얼른 거의 또 쳐보자 그 뒤는 그냥 뭐 약간 아웃 오브 안중 이과 있는 분이 하고 식품에다 해 상황 없어 네가 이렇게 지예 비지 우든 말든 난 어쨌든 제 곳 많 살아 있음 되거든
854,DDZ8vvoQC7g,이렇게 이야기 좀 된 거야
855,DDZ8vvoQC7g,봐서 첫 번째 난이도는 야도 이차방정식이란 게 문제는 하하 일부러 분교 첫 번째 버릴 거예요
856,DDZ8vvoQC7g,자 그러다 많은 두 번째 난이도는 걸까 두 번째 라이브는 약품도 차 방정식의 해라는 게 문제 알아 이렇게 물어봅니다
857,DDZ8vvoQC7g,그러나 장위 차 방정식의 해되기 쉬운 거 아니에요
858,DDZ8vvoQC7g,그때 왜 이게 이거보다 더 어려운 많이 거예요
859,DDZ8vvoQC7g,왜냐면 잘 봐봐
860,DDZ8vvoQC7g,애들아 우리가 이런 연배 일차방정식을 배울 때 어떤 내용 배움의 이렇게 됩니다
861,DDZ8vvoQC7g,액자나 플러스 삼은 이렇게 생긴 애가 있는데 이행이라는 것을 알려주기 전에 일차방정식의 해라는 것은 가 여기 누가 들어가야지 애가 참이 되는요 등식을 만족하는 야를 찾아라
862,DDZ8vvoQC7g,이렇게 울어봐
863,DDZ8vvoQC7g,그다음에서시우리는이제이거를아주보아야하고팩잖아요
864,DDZ8vvoQC7g,거의인데 이렇게 계산하는 것을 이 쉬운 방법을 되게 나중에 알려주고 처음엔 이걸 안 알려주면 어떻게 앉아라 야에다가 잘 흡수될 수 있는 거 골라봐
865,DDZ8vvoQC7g,번 이번 회 한번 이런 식으로 해 가지고 집어넣어서 더하기는 가 아니네
866,DDZ8vvoQC7g,아이언도 가닥 이동하게 사모가 많네
867,DDZ8vvoQC7g,억음너가야단계뭔가아니네좀더탐하게이런벌을갈생이누가되요
868,DDZ8vvoQC7g,근데 이게 막노동 같은데 이걸 왜 갔을까
869,DDZ8vvoQC7g,왜냐하면 내가 문제 더 어렵게 낼 거야
870,DDZ8vvoQC7g,이제 어떻게 할 거야
871,DDZ8vvoQC7g,여기다가를박아이렇게이렇게박은남의얇짠아이거차방정식의해가지금는이를해로같거든그랬을때이는모으게이렇게물어봅니다
872,DDZ8vvoQC7g,그러니까 이애라는 것은 자리에 내가 그 해를 넣었을 때지 음식이 소매 패야 돼
873,DDZ8vvoQC7g,근데 그 의미를 알고 입는지 모르고 있는지를 물어보기 위해서 얘를 이렇게 하나씩 하나씩 갖다 박는 연습을 시킨 것이 양 알려주고자는 무대가 근데 이용하면 끝난 문제였는데 아해라는 것에 의미가 그렇구나라는 것을 알려주기 위해 수익금 그러면 여기에는 일차방 정식되고 이차방정식에서도 예 많이 참 맛이 똑같아요
874,DDZ8vvoQC7g,처음에는 제고 못 플러스 뭐 깨고 했었으니까 그 해볼게요
875,DDZ8vvoQC7g,능력 이렇게 나온 다음에 있잖아 여기에서가 될 수 있는 해가 뭐가 있을까 하면서 하나씩 박아 박아 가입 일다 한번 봐봐
876,DDZ8vvoQC7g,능한 아아 용이한 되네 일단 바가 이런 식으로 찾아낸다고
877,DDZ8vvoQC7g,근데 많이 선생님 엑셀 한번 넣어볼게요
878,DDZ8vvoQC7g,대추자금쭉집어넣으면오류계선호그형태호머룬을호거에해놓은유기없겠구나
879,DDZ8vvoQC7g,이렇게 찾아낼 수 있는데 이렇게 하나씩 하나씩 갖다 박는 연습을 먼저 시킨 다음에 그다음에 뒤에 가서야 근데 사실은 마음에 내가 너 이거 연습 열심히 했으니까 이차방정식 더 쉽게 찾아낼 방법이 제발 알려주게 한 다음에 이차 방정 식해를 구하는 그 방법을 알려준다고 근데 희가 뭔지 아는지 모르는지 이게 더 수니만 거야
880,DDZ8vvoQC7g,차 감정 시 계해라고 했을 때 그걸 거기서 집어넣을 수 있는 이 없느냐가 관건이라고 왜냐
881,DDZ8vvoQC7g,여기서 이제 문 좀 바꿀 것 같아요
882,DDZ8vvoQC7g,큰애가 이제 어떻게 앉아라
883,DDZ8vvoQC7g,얘가 여기에다가 여기다 이제 이걸 이렇게 뭐에 이렇게 보면 거야
884,DDZ8vvoQC7g,자 이렇게 생긴 애가 있는데 이미 녀석의 제 가는 이것은 넌 목에 이렇게 똑같이 나온 거야
885,DDZ8vvoQC7g,자차 시기에서 차식으로만 바뀌고 문제로까지 나올 거야
886,DDZ8vvoQC7g,그러나 어떻게 해야 된다고는 유기 더 해라고 클라 액셀 유머 하겠네
887,DDZ8vvoQC7g,그럼에 제고 오거 타깃이 거영 되는구나
888,DDZ8vvoQC7g,이렇게 생각하는 거야
889,DDZ8vvoQC7g,아 그러면 많이 쪽으로 넘어오면 해이니까 아이가 유기 없겠구나
890,DDZ8vvoQC7g,이렇게 찾아낸 거야
891,DDZ8vvoQC7g,어떻게 앉아 기미 그래서 해외 내가 갖는 그 의미 차 방정식의 해달라고 이야기했을 때 자렛 아가 그 녀석의 쏙 넣을 수 있어요
892,DDZ8vvoQC7g,되는구나
893,DDZ8vvoQC7g,그게 포인트입니다
