,text,start,duration,video_id
1212,이러지 마시고요 이렇게 얘기했으면,658.5,2.82,3ywAbuz0cMI
1213,좋겠어 얘가 앞에 꼭 얘가 뒤에,659.94,3.54,3ywAbuz0cMI
1214,거잖아요 이렇게 얘기했으면 앞에 거,661.32,4.199,3ywAbuz0cMI
1215,제곱하고,663.48,4.14,3ywAbuz0cMI
1216,그,665.519,4.581,3ywAbuz0cMI
1217,다음에 잘 봐,667.62,2.48,3ywAbuz0cMI
1218,어떤 친구들 얘가 플러스가 마이너스,670.2,5.42,3ywAbuz0cMI
1219,이렇게 외우는게 아니라,672.36,3.26,3ywAbuz0cMI
1220,앞에 것만 두 번 곱한 걸 여기다,675.839,4.261,3ywAbuz0cMI
1221,쓰고요 그 다음엔,677.339,6.141,3ywAbuz0cMI
1222,앞에 거랑 뒤에 거랑 이렇게 곱하는데,680.1,3.38,3ywAbuz0cMI
1223,이 곱하는게 두 번 나온다는 거 조금,684.839,3.541,3ywAbuz0cMI
1224,전에 보여줬지,686.7,4.139,3ywAbuz0cMI
1225,그래서 동류항 처리하면,688.38,3.66,3ywAbuz0cMI
1226,앞에 거랑 뒤에 거랑 곱하는 이유가,690.839,5.161,3ywAbuz0cMI
1227,뭐야 아 잠깐만 봐봐,692.04,5.46,3ywAbuz0cMI
1228,원래는 이거잖아,696.0,3.06,3ywAbuz0cMI
1229,그러니까 이렇다 할 때도 앞에 거랑,697.5,3.66,3ywAbuz0cMI
1230,뒤 거랑 곱하기 이렇게 갈 때도,699.06,3.42,3ywAbuz0cMI
1231,곱하게 되니까,701.16,3.84,3ywAbuz0cMI
1232,앞에 거랑 뒤에 거랑 곱한 것은 두,702.48,5.599,3ywAbuz0cMI
1233,번 발생하지 그런 뜻이지,705.0,3.079,3ywAbuz0cMI
1234,그리고 이렇게 곱할 때는 뒤에 것만,708.12,5.459,3ywAbuz0cMI
1235,두 번 곱하니까이 뜻이잖아,710.579,4.44,3ywAbuz0cMI
1236,그러니까 이것들 영어로,713.579,2.581,3ywAbuz0cMI
1237,에이전트,715.019,2.461,3ywAbuz0cMI
1238,B 제곱이라고 외우지 말고 앞에 거,716.16,2.46,3ywAbuz0cMI
1239,제곱하고,717.48,2.94,3ywAbuz0cMI
1240,앞에 것도 곱한 다음에 2도 곱하고,718.62,3.719,3ywAbuz0cMI
1241,뒤에 것도 제곱한다 그게 끝이에요,720.42,4.44,3ywAbuz0cMI
1242,그렇게 서술할 줄 알아야 돼요,722.339,4.5,3ywAbuz0cMI
1243,그런데이 일하는 거를,724.86,3.479,3ywAbuz0cMI
1244,잊지 않으려면,726.839,3.301,3ywAbuz0cMI
1245,다음과 같은 방식도 괜찮아,728.339,3.481,3ywAbuz0cMI
1246,앞에 있는 것만 두 번 곱한 걸 내다,730.14,3.24,3ywAbuz0cMI
1247,쓰고,731.82,2.9,3ywAbuz0cMI
1248,눈에 보이는 걸 다 곱한다 그것도,733.38,3.66,3ywAbuz0cMI
1249,괜찮아요이 짠짠,734.72,4.54,3ywAbuz0cMI
1250,눈에 보이는 거 앞에 거 또 시작,737.04,4.739,3ywAbuz0cMI
1251,뒤에 거 또 모두 여기이 강상이,739.26,4.68,3ywAbuz0cMI
1252,있으니까이 세계를 곱한다라고 생각하는,741.779,4.641,3ywAbuz0cMI
1253,것도 괜찮아요,743.94,2.48,3ywAbuz0cMI
1254,그러니까 집중,756.899,3.961,3ywAbuz0cMI
1255,x-2y에 대해서 전체의 제곱이다,758.959,2.5,3ywAbuz0cMI
1256,그러면,760.86,3.26,3ywAbuz0cMI
1257,앞에게 뭐야 시작,761.459,2.661,3ywAbuz0cMI
1258,x 최민아 마지막인데 한번만,764.16,3.679,3ywAbuz0cMI
1259,뒤에 거는 -2y,771.18,3.599,3ywAbuz0cMI
1260,앞에 거는 x,772.86,3.24,3ywAbuz0cMI
1261,첫 번째 뭐라고 시작,774.779,3.961,3ywAbuz0cMI
1262,앞에 걸 제곱하고 x² 두 번째는,776.1,5.88,3ywAbuz0cMI
1263,뭐였어요 2랑,778.74,3.24,3ywAbuz0cMI
1264,앞에 거 x랑,782.339,6.081,3ywAbuz0cMI
1265,뒤에 거 마이너스 2y를 다 곱한 거,783.66,4.76,3ywAbuz0cMI
1266,그럼 숫자는 숫자키를 곱하면 되니까,789.24,3.659,3ywAbuz0cMI
1267,앞을 -2니까,791.639,3.721,3ywAbuz0cMI
1268,-4xy,792.899,5.221,3ywAbuz0cMI
1269,뒤에 거를 제곱하는 거야 무조건,795.36,4.14,3ywAbuz0cMI
1270,플러스가 아니라,798.12,2.779,3ywAbuz0cMI
1271,뒤에 걸 제곱하는 거야 그러니까,799.5,3.779,3ywAbuz0cMI
1272,2y를 제곱하는게 아니라 다 같이,800.899,3.301,3ywAbuz0cMI
1273,시작,803.279,3.12,3ywAbuz0cMI
1274,-2y를 제곱하는데,804.2,4.3,3ywAbuz0cMI
1275,-는 제곱하면 사라지니까,806.399,3.12,3ywAbuz0cMI
1276,+,808.5,4.639,3ywAbuz0cMI
1277,4y 제곱이 되더라 이런 얘기라고요,809.519,3.62,3ywAbuz0cMI
1278,얘까지 하도록 하겠습니다,815.82,2.48,3ywAbuz0cMI
1279,왜 그런지 여러분 다 알고,826.139,3.32,3ywAbuz0cMI
1280,다음 시간에,829.68,3.44,3ywAbuz0cMI
1281,뵙겠습니다 여기까지,830.579,2.541,3ywAbuz0cMI
1282,[음악],836.25,7.459,3ywAbuz0cMI
1283,opera,1.22,3.0,S1DO792UPiQ
1284,2 2 2 2 2 2,4.77,8.81,S1DO792UPiQ
1285,예 ye 오 o,9.48,4.1,S1DO792UPiQ
1286,[음악],15.98,4.289,S1DO792UPiQ
1287,수학의 답 공부할 내용은 공통 인수를 이용한 인수분해 입니다,21.82,11.25,S1DO792UPiQ
1288,이 내용은 뭐냐면요 이렇게 예를 들면 딱 이해가 됩니다,28.09,8.55,S1DO792UPiQ
1289,여러분들 미용실가서 머리 커트 하 죠,33.07,7.5,S1DO792UPiQ
1290,미용실 가면 제일 처음에 보통 항상 어떻게 하신 야 하면요 선생님 경험,36.64,5.78,S1DO792UPiQ
1291,다,40.57,6.169,S1DO792UPiQ
1292,이제 원장님께서 머리를 이렇게 이렇게 빛을 하시면서 부모 기로 측 c2,42.42,5.549,S1DO792UPiQ
1293,풀 이시죠,46.739,4.53,S1DO792UPiQ
1294,머리 어떻게 잘라 드릴까요 덴 비커 #,47.969,8.131,S1DO792UPiQ
1295,자기 커쇼 아아 아니면 20 무료 나우 여러분들이 얘기할 또한 분모 길을,51.269,7.251,S1DO792UPiQ
1296,쭉 뿌리 십니다,56.1,7.49,S1DO792UPiQ
1297,2 부모 개를 뿌리는 것처럼 하는 것이 바로 뭐냐면,58.52,9.42,S1DO792UPiQ
1298,오늘 제목인 공통 인수를 이용한 인수분해 요,63.59,11.31,S1DO792UPiQ
1299,즉 제일 처음에 일단 분무기 1 뿌리 시드 모든 인수 분 의 가장 기본,67.94,8.85,S1DO792UPiQ
1300,처음에 할 일은,74.9,7.89,S1DO792UPiQ
1301,공통 인수가 있는가를 확인하는 다 이것이 제일 처음에 알게 되요,76.79,8.88,S1DO792UPiQ
1302,자 오늘 정리 딱 하나면 돼 오늘날 거는,82.79,6.36,S1DO792UPiQ
1303,제일 처음에 인수 분해 할 때 제일 처음에 볼 것 보다 공통인 수가,85.67,4.38,S1DO792UPiQ
1304,있는가 본다,89.15,4.8,S1DO792UPiQ
1305,다시 한번 제일 처음에 할건 공통 인수가 있는가를 본다,90.05,9.44,S1DO792UPiQ
1306,모든 인수 분 의 제일 처음은 공통인 수가 있는가 할 확인한다 부터가,93.95,8.279,S1DO792UPiQ
1307,시작입니다,99.49,6.1,S1DO792UPiQ
1308,일단 뭐 여기 있는 내용들은 여러분들 않은 내용이 있구요 정리 간단하게,102.229,4.38,S1DO792UPiQ
1309,볼게요,105.59,4.589,S1DO792UPiQ
1310,아 인수분해 라는 건 그런 뭐냐면 우리가 흔히 x 플러스 2 곱하기 x,106.609,8.281,S1DO792UPiQ
1311,플러스 3을 이렇게 이렇게 이렇게 이렇게 해서 펼치는 과정을 전개 라고,110.179,5.461,S1DO792UPiQ
1312,있죠,114.89,5.819,S1DO792UPiQ
1313,이 식을 우리는 전개 시기 라고 불렀어요 그럼 이걸 갖다가 다시 고부 로,115.64,8.579,S1DO792UPiQ
1314,표현하는 것 그것을 우리는 뭐라고 하죠,120.709,8.52,S1DO792UPiQ
1315,인수분해 라고 하는 거죠 하나의 간식을 2개 이상의 인수에 곱으로,124.219,7.08,S1DO792UPiQ
1316,표현하는 것 이것이 인수분해 다,129.229,5.37,S1DO792UPiQ
1317,이 내용은 여러 분들께서 이미 공부해서 알고 계셔야 되는거예요,131.299,8.851,S1DO792UPiQ
1318,자 그럼 오늘은 이만 은 인수 분 의 중에 딱 p 에 담아서 뭐랄 거냐면,134.599,9.601,S1DO792UPiQ
1319,공통 인수를 이용한 인수분해 가장 기본이 되는 걸 보게 딴 얘기 입니다,140.15,10.35,S1DO792UPiQ
1320,제일 처음에 알게 되요 자 여기 보이는 m a+ mb 를 m 에 a+,144.2,7.2,S1DO792UPiQ
1321,비로 했다,150.5,5.04,S1DO792UPiQ
1322,자 이렇게 두개의 향해서 지금 공통으로 보이는 게 뭐예요,151.4,8.64,S1DO792UPiQ
1323,m2 보이잖아요 애미 보여요 그애 믈 뭐라고요,155.54,11.97,S1DO792UPiQ
1324,공통 인수를 빼내는 겁니다 그러면 m 과 다른 문자 사이의 관계는 곱으로,160.04,12.24,S1DO792UPiQ
1325,돼 있으니까 앤 한 다음에 괄호 를 치면 사이에 고비 숨어 있는 거고 그,167.51,9.0,S1DO792UPiQ
1326,다른 문자들이 뭐 m 빼내 쓰니까 a+ b 겠죠,172.28,7.829,S1DO792UPiQ
1327,그것을 괄호 안에 묶어 주면 하나의 당시 글,176.51,8.82,S1DO792UPiQ
1328,둘의 곱으로 펴내는 인수 분해 가 완성이 된다는 얘기예요,180.109,9.511,S1DO792UPiQ
1329,어렵지 않습니다 하지만 이 어렵지 않은 걸 언제 해야 된다고요,185.33,7.22,S1DO792UPiQ
1330,제일 처음 해야 된다구요,189.62,7.19,S1DO792UPiQ
1331,얘를 보면 ex i + 2 x 제곱 자 풀어볼까요,192.55,8.25,S1DO792UPiQ
1332,ex y + 6 액스 되고 비율이 라는 것은,196.81,8.58,S1DO792UPiQ
1333,2 곱하기 3 이죠 2 3은 6 그리고 x 제곱 이라는건 x 곱하기,200.8,8.82,S1DO792UPiQ
1334,겠어요 이렇게 풀어 놓고 본다면 지금 크게 몇 개의 덩어리 에요,205.39,8.13,S1DO792UPiQ
1335,이렇게 두 덩어리가 있어요 두 덩어리 자의 두 덩어리 똑같이 들어 있는게,209.62,5.52,S1DO792UPiQ
1336,뭐가 있나 고 살펴보면,213.52,7.08,S1DO792UPiQ
1337,이가 일단 하나씩 들어 있고 x 가 하나씩 들어 있잖아요 그러니까 이,215.14,11.52,S1DO792UPiQ
1338,파란색으로 되어있는 ex 를 뺀 에 보면 앞에 밑줄 에서는 뭐가 남아,220.6,9.96,S1DO792UPiQ
1339,있으니까 ex 를 빼내 쓰니까 y 가 남아 있구요,226.66,9.51,S1DO792UPiQ
1340,뒤쪽에서 이 앞 x 를 빼내 쓰니까 플러스 뭐가 나와 있냐면 3 x 가,230.56,7.02,S1DO792UPiQ
1341,남아 있겠죠,236.17,4.17,S1DO792UPiQ
1342,이렇게 표현하는 게 바로 뭐라는 거예요,237.58,8.43,S1DO792UPiQ
1343,인수 분 의 무엇을 이용한 공통 인수를 빼내는 인수 분해 가 된다 라는,240.34,7.41,S1DO792UPiQ
1344,이야기입니다,246.01,5.64,S1DO792UPiQ
1345,어렵지 않습니다 그 첫번째 인수분해 에 가장 기본이니까 자 여기서,247.75,6.54,S1DO792UPiQ
1346,여러분은 한 가지 주의해야 될게 질문 많이 들어요,251.65,8.459,S1DO792UPiQ
1347,선생님 저는 모르고 이만 빼내서 요 xy + 입대해서 3 x 제곱 이렇게,254.29,6.449,S1DO792UPiQ
1348,써요,260.109,4.171,S1DO792UPiQ
1349,이것도 곱으로 편 됐으니까 인수 분 의 아닌가요 자 여러분들 이거 한번,260.739,8.221,S1DO792UPiQ
1350,볼까요 자 12분에 18일 갖다가 어 답을 쓸 때 이렇게 안 쓰죠 우리는,264.28,6.15,S1DO792UPiQ
1351,약 분에서 납 쓰지요,268.96,6.04,S1DO792UPiQ
1352,그래서 6 뿔의 9 이렇게 답 쓰면 맞아 들려요,270.43,9.79,S1DO792UPiQ
1353,더 약불 알 수 있습니다 사물의 앞으로 해서 2분의 3까지,275.0,10.65,S1DO792UPiQ
1354,이렇게 써야 되죠 약불 할 수 있는 걸 다 약 뿐 해석이 학 분수로 답을,280.22,13.14,S1DO792UPiQ
1355,쓰듯 임수 불에 는 여기까지 오면 다 한게 아니에요 빼낼 수 있는 모든,285.65,12.93,S1DO792UPiQ
1356,공통인 수를 다 빼내서 위에 형태까지 써줘야 지만 정답 해요,293.36,10.26,S1DO792UPiQ
1357,질문 제일 많이 들어오는 게 선생님 이렇게 따고 틀리진 않잖아요,298.58,8.07,S1DO792UPiQ
1358,이 시기 랑 이 시기 같잖아요 물론 같습니다,303.62,7.25,S1DO792UPiQ
1359,하지만 인수 분해 가 완성됐다 라고 하지 않는다고요,306.65,9.8,S1DO792UPiQ
1360,최대한 빼낼 수 있는 모든 공통인 수를 다 빼 내야 하지만 인수 분해 가,310.87,10.38,S1DO792UPiQ
1361,완성된 거고 서술형 해서 그래야지만 정답으로 인정받는다,316.45,10.59,S1DO792UPiQ
1362,이걸 여러분들이 기억하셔야 되는 거에요 아셨죠 최대한 악대 된다,321.25,9.06,S1DO792UPiQ
1363,문제 한번 볼까요 지금 내용 당연히 뭐 어렵지 않게 여러분들 이해를 했을,327.04,4.68,S1DO792UPiQ
1364,거라고 생각합니다,330.31,6.06,S1DO792UPiQ
1365,자 지금 이 문제 하나를 회 결 함으로써 일단 공통 인수를 빼내는,331.72,9.72,S1DO792UPiQ
1366,인수분해 누리 완성하고 끝내 봅시다 자 x 엑스 플러스 2 - 3 x 가,336.37,8.67,S1DO792UPiQ
1367,x 의 개수가 1인 2일차 시 계곡으로 인수분해 가 될 때도 1차 시기,341.44,4.44,S1DO792UPiQ
1368,얍,345.04,4.59,S1DO792UPiQ
1369,인수분해 하세요 오염의 여러분들이 어렵지 않죠 큰 대박 여기 뒤에 뭐가,345.88,9.36,S1DO792UPiQ
1370,붙어 있어 xx 가 1인 2일차 시계 곱으로 그러면 뭐가 되게 어려운,349.63,6.81,S1DO792UPiQ
1371,인수분해 같아요,355.24,6.21,S1DO792UPiQ
1372,근데 어쨌든 뭐가 되는데 인수분해 센데 그 무리가 안 한 내에서 인순을,356.44,6.24,S1DO792UPiQ
1373,해내면 되는 거죠,361.45,5.82,S1DO792UPiQ
1374,크게 지금 2 더 머리에요 한덩어리 두 덩어리 자의 두 덩어리 에,362.68,7.47,S1DO792UPiQ
1375,공통으로 들어있는 게 뭐가 보입니까,367.27,6.36,S1DO792UPiQ
1376,x 가 하나씩 보입니다 봤죠,370.15,8.49,S1DO792UPiQ
1377,그러면 그 x 를 묶어 내면 앞에서 뭐가 남쪽 앞에서는,373.63,9.9,S1DO792UPiQ
1378,이만큼 아테 사랑얘기 니 앞에 노란색 줄에서 x 를 빼내 쓰니까 x,378.64,6.81,S1DO792UPiQ
1379,플러스 이가 남는 거예요,383.53,6.06,S1DO792UPiQ
1380,뒤에선 x 를 빼내 쓰니까 뭐가 나와 - 3의 보이죠,385.45,8.4,S1DO792UPiQ
1381,그대로 써 주면 돼 이대로 끝내지 않을 거에요 왜 우리는 2 - 3의,389.59,9.33,S1DO792UPiQ
1382,얼마라는 거라 - 일이라는 걸 알 테니까 여기까지 갈 수 있죠,393.85,8.93,S1DO792UPiQ
1383,그래놓고 문제를 살펴보는 거예요,398.92,3.86,S1DO792UPiQ
1384,인수분해 했는데 했는데 그게 뭐래요,403.22,9.36,S1DO792UPiQ
1385,x 의 개수가 1인 2일차 시계 꼭 아 이거 보니까 입 xx 에게 수,406.64,10.14,S1DO792UPiQ
1386,일이고 여기도 x 의 개수가 일이고 1차 시기 1차시 기구나 곰 으로,412.58,7.05,S1DO792UPiQ
1387,표현된 4 얼떨결에 기자 이게 된거예요,416.78,7.26,S1DO792UPiQ
1388,제대로인 수분의 만하며 문제 조건은 자동으로 만족이 됩니다,419.63,7.5,S1DO792UPiQ
1389,아셨죠 이때 2일차 식이야,424.04,7.23,S1DO792UPiQ
1390,예 하고 의 1차 시기 xix - 빚어 그들의 합을 구하시오 라고,427.13,5.01,S1DO792UPiQ
1391,있으니까,431.27,5.07,S1DO792UPiQ
1392,ex - 일이다 여기까지 여러분들이 답을 가주시면 되는 거예요,432.14,8.4,S1DO792UPiQ
1393,이 긴 문장에 대해서 여러분들이 겁을 먹을 필요는 전혀 없단 얘기입니다,436.34,9.03,S1DO792UPiQ
1394,한가지 원칙을 오늘 기억하시면 됩니다 아 공통 인수를 제일 처음에,440.54,6.18,S1DO792UPiQ
1395,확인해야 된다,445.37,4.47,S1DO792UPiQ
1396,모든 공통인 수를 정확히 다 빼 내야 된다,446.72,7.62,S1DO792UPiQ
1397,괄호 안에 남는 공통 인수가 또 들어있으면 인수 분해 가 덜 된거 다,449.84,6.72,S1DO792UPiQ
1398,오늘의 수학의 다 비었습니다,454.34,5.689,S1DO792UPiQ
1399,[박수],456.56,3.469,S1DO792UPiQ
1400,아,460.689,2.061,S1DO792UPiQ
1401,[박수],466.17,5.89,S1DO792UPiQ
1402,으 으 으,468.139,3.921,S1DO792UPiQ
1403,자 우리 오늘은요 대망의 인수분해 에 대해서 배워보도록 할겁니다 어이,0.0,11.969,LAQI9Kjiwkc
1404,제법 인수 분해 까지 왔어 그러니까 인순의 정도 배웠다 싶으면 이제 어데,5.58,10.74,LAQI9Kjiwkc
1405,같이 중 3이 중 서민 것보다 이렇게 뭔가 느낌이 팍,11.969,10.411,LAQI9Kjiwkc
1406,이제 오지 아니 얘들아 이인수 문의 부터는 요 진짜 앞에서 우리가 배웠던,16.32,9.27,LAQI9Kjiwkc
1407,제곱근 곱셈 공식 이런 것도 너무 중요한데,22.38,9.12,LAQI9Kjiwkc
1408,그냥 사실 중학교 3학년 1학기 전체적인 그 내용 모두가 다 고등수학 3,25.59,10.26,LAQI9Kjiwkc
1409,그리고 우리가 고등학교 이란 올라가서 첫번째 1학기 때 배우는 그,31.5,9.42,LAQI9Kjiwkc
1410,내용들에 약간의 약간 워밍업이 다 그 워밍업을 중학교 3학년 1학기때,35.85,9.54,LAQI9Kjiwkc
1411,하고 고요하고 대한 실전 투입이 되는 거야 그러니까 내가 이거 조그,40.92,8.94,LAQI9Kjiwkc
1412,3학년 2학기 과정을 제대로 못하면 그 때 마지막 제 헤매고 막 수포자,45.39,6.3,LAQI9Kjiwkc
1413,되고 막 그러는 거예요,49.86,8.28,LAQI9Kjiwkc
1414,자 그렇다면 은 오늘은 대망의 인수 분 의 첫번째 시간인데 투어 많은,51.69,12.63,LAQI9Kjiwkc
1415,내가 인수가 무엇인지 그 용어 보다 조금 제대로 알아야 아 인수 그 내가,58.14,9.06,LAQI9Kjiwkc
1416,뭐 9 나인 수거 보구나 어떻게 해야 되는구나,64.32,7.71,LAQI9Kjiwkc
1417,그릇도 우리가 좀 잘 파악할 수가 있겠죠 그러면 선생님은요 이인숙 아,67.2,10.68,LAQI9Kjiwkc
1418,뭐야 라고 이야기를 하기 앞서서 예를 들어서 조금 설명을 할 건데 사실,72.03,8.79,LAQI9Kjiwkc
1419,교제를 보전 앞쪽 되겠죠,77.88,7.47,LAQI9Kjiwkc
1420,재미 없게 돼 있어 이인숙 음악 론 와인 짜라 꽂을 가지고는 그치 좀,80.82,10.86,LAQI9Kjiwkc
1421,읽어볼까 하나의 다음 식을 2개 이상의 다음 식에 곱으로 나타낼 때 이들,85.35,11.46,LAQI9Kjiwkc
1422,각 딱해 쉽고 뭐 진짜 원작 극혐 아니니 이렇게 의 경우는 누가 어떻게,91.68,10.71,LAQI9Kjiwkc
1423,알아도록 그래서 선생님은 이 인수를 설명하기에 앞서서 손님 잠깐 얘기 좀,96.81,10.11,LAQI9Kjiwkc
1424,해보자 우리 중학교 1학년때 로 기억을 거슬러 올라가 볼게요 자 그러면,102.39,10.17,LAQI9Kjiwkc
1425,선생님이여 6 이라는 자현 수가 있어 게 내의 자연수를 선생님이 여러,106.92,10.559,LAQI9Kjiwkc
1426,수들의 고배 형태를 족 나타낼 수가 있었는데 어떻게 나타내 썼냐 면 1,112.56,7.14,LAQI9Kjiwkc
1427,곱하기 6 으로도 편할 수 있었고요,117.479,5.971,LAQI9Kjiwkc
1428,이고 파계사 뭘 더 편할 수 있었죠 이거 솔,119.7,9.839,LAQI9Kjiwkc
1429,수분 할 때 했었는데 그 소리가 1 2 3 6 이것을 우리가 6에 약수,123.45,10.83,LAQI9Kjiwkc
1430,닫았고 이야기했는데 분명히 나는 123 여기 고유 계약 쑨 데 이렇게,129.539,6.301,LAQI9Kjiwkc
1431,생각했었는데,134.28,7.17,LAQI9Kjiwkc
1432,주먹 회랑 올라오자마자 얘들아 이코 약수 맞긴 맞아 1236 이 약수가,135.84,10.89,LAQI9Kjiwkc
1433,맞긴 맞는데 우리가 앞으로 얘들을 인수 다 라고도 이야기 할 거야,141.45,10.14,LAQI9Kjiwkc
1434,이런 내용을 했었어 기억은 안 나겠지만 근데 호갱님 을 약수로 거운 되지,146.73,7.14,LAQI9Kjiwkc
1435,왜 굳이 인수 라고 해요,151.59,6.479,LAQI9Kjiwkc
1436,어근 이거 비슷한 말이야 거의 똑같다고 보면 대충 등 과정에서는 큰 그,153.87,9.33,LAQI9Kjiwkc
1437,약수가 개인 수 라고 생각해 왜 이런 단 말이야 근데 왜 금 약수 라는,158.069,10.381,LAQI9Kjiwkc
1438,좋은말 두고 어난 이게 아주 쉽고 편하고 유치하고 좋은데 왜 이 인수를,163.2,6.21,LAQI9Kjiwkc
1439,어떠했을까,168.45,5.099,LAQI9Kjiwkc
1440,왜냐하면 2일 수라는 이 내용 안에 약속 포 한테,169.41,8.639,LAQI9Kjiwkc
1441,우리가 언제까지 이 숫자 들만 가지고 갈 순 없잖아,173.549,12.151,LAQI9Kjiwkc
1442,우리가 아마도 알다시피 3회 2p x y 임할 이런 것들을 여러가지 문자,178.049,13.081,LAQI9Kjiwkc
1443,들도 우리가 막 바로 왔어 짜니 그러니까 이제 얘네들을 숫자를 숫자의 고,185.7,10.17,LAQI9Kjiwkc
1444,보르도 표현할 수 있지만 어 선생님 만약에 어육 also 크게는 2,191.13,8.22,LAQI9Kjiwkc
1445,곱하기 3 곱하기 에 이렇게 펴낼 수 있잖아,195.87,9.03,LAQI9Kjiwkc
1446,얘네들 이렇게 곱으로 표현할 수 있는 모든 애들을 이놈의 인수 다시,199.35,9.359,LAQI9Kjiwkc
1447,말해서 약수의 업그레이드 약수 약간 조금 더 포괄적인 버전,204.9,8.989,LAQI9Kjiwkc
1448,어 요거는 얘네들은 요구에 인수 다 라고 이야기 할 수 있는 거야 아,208.709,8.881,LAQI9Kjiwkc
1449,그래서 우리가 쭉 날지 모르겠지만 소스,213.889,9.371,LAQI9Kjiwkc
1450,의 인수 2 3 이런 에 대해 소수의 인숙 얘네들을 뭐라고 쓴 이 세,217.59,7.08,LAQI9Kjiwkc
1451,글자로 소,223.26,6.119,LAQI9Kjiwkc
1452,이인수 라고 이야기 했었던 거 기억 나나요 그래서 소수 민수 소실 딱,224.67,11.069,LAQI9Kjiwkc
1453,아니고 약 아니고 소수일 인수 들을 우리가 어 소인수 라고 이야기 했었고,229.379,11.19,LAQI9Kjiwkc
1454,그러면 본격적으로 조금 더 크 인수에 대해서 하고 들어가 볼 거예요,235.739,9.481,LAQI9Kjiwkc
1455,인순 어쨌든 얘네들 이렇게 공부를 표현 됐을 때 일종의 약수 느낌이다,240.569,10.17,LAQI9Kjiwkc
1456,라고 생각해 주면 된다 라는 것까지 자 그렇다면 선생님이 인수 부분에는,245.22,7.29,LAQI9Kjiwkc
1457,뭐예요 인습을 뭐냐면,250.739,7.411,LAQI9Kjiwkc
1458,일단 샘 또 예를 들어서 가지고 요괴 있어 삶의 곱하기 m+ 픽업 보니,252.51,11.159,LAQI9Kjiwkc
1459,그 선생님이 이거 전개는 할 수 있을까 우리 전개도 알찬 끝이 됐잖아,258.15,8.519,LAQI9Kjiwkc
1460,후원을 귀로 게 이렇게 가지고 전개 하는거 아니에요,263.669,8.761,LAQI9Kjiwkc
1461,맞아맞아 전개한 게 어떻게 될까 이 전개하면 요 3a4 메고 파괴가,266.669,6.391,LAQI9Kjiwkc
1462,322,272.43,4.29,LAQI9Kjiwkc
1463,플러스 3 메이비 이렇게 표현할 수 있어요,273.06,8.4,LAQI9Kjiwkc
1464,나 지금 뭘 쏘이는 이렇게 풀어헤쳐 써 뭐 햇다고 그걸 우리가 전개했다,276.72,8.97,LAQI9Kjiwkc
1465,라고 얘기했잖아 그치 아 그리고 전개 했구나,281.46,9.75,LAQI9Kjiwkc
1466,그러면 선생님이 꺼꾸로 요렇게 생긴 애를 이렇게 한 밑에 기로 표현할,285.69,6.69,LAQI9Kjiwkc
1467,수도 있겠네,291.21,4.92,LAQI9Kjiwkc
1468,아직 안봤지만 표현할 수 있어 그 이렇게 한 뭉 택이 로 표현하는 것을,292.38,9.39,LAQI9Kjiwkc
1469,인 수분의 한다 라고 얘기할 거야 그러니까 마치 이 인숙은 에 달하는,296.13,9.81,LAQI9Kjiwkc
1470,것은 이 전개에 반대와 정의다 라고 보면 돼,301.77,9.269,LAQI9Kjiwkc
1471,그러면 내가 인 수분을 진짜 잘했다면 얘네들은 지금 상이며 캐야 1개,305.94,7.199,LAQI9Kjiwkc
1472,2개 항해 중 이에요,311.039,6.301,LAQI9Kjiwkc
1473,얘 나이 먹 거야 2 2 곱하기 로 연결된 거인 1항의 1개 자기야,313.139,9.541,LAQI9Kjiwkc
1474,그런가 라는 인 수분을 다 하고 났을 때 무조건 하이 캉 게만 나와 줘야,317.34,10.259,LAQI9Kjiwkc
1475,된다 라는 게 포인트입니다 자 그럼 많은 먼저 일단 인술 알아서 인수분해,322.68,5.7,LAQI9Kjiwkc
1476,봤어,327.599,4.921,LAQI9Kjiwkc
1477,그 첫번째 문제에서 이렇게 나온다 이렇게 생기는 같소,328.38,9.599,LAQI9Kjiwkc
1478,그 생애 알거든 뭐 이 수백가지 자세 써 발전 아예 예의 인수에 좀 골라,332.52,7.44,LAQI9Kjiwkc
1479,봐 이렇게 물어본다 고 어,337.979,6.781,LAQI9Kjiwkc
1480,산에 에다가 l 플러스 a 까지고 이렇게 생긴 의 인수를 고르라고 다음,339.96,8.49,LAQI9Kjiwkc
1481,주 이 녀석이 인수가 아닌 것을 찾아내 주어 을 교 물어봐,344.76,7.2,LAQI9Kjiwkc
1482,그러면 먹 보기 여러가지 나오겠지 금아 발단 1,348.45,9.539,LAQI9Kjiwkc
1483,선생님이 막 단어 없길 3a 그 다음에 3,351.96,11.139,LAQI9Kjiwkc
1484,1+ p 그 다음에 삼매에 플러스 빛,357.989,10.42,LAQI9Kjiwkc
1485,뭐 이런식으로 나오자 그러면은 얘네 의해 곱하기 로 연결되어 있는 게,363.099,11.22,LAQI9Kjiwkc
1486,아니라 들을 찾아냄 된거 1 곱하기 위 또 침대 주공이 학교 3에 있니,368.409,10.74,LAQI9Kjiwkc
1487,합격 그런 뜻 일까 마치 이런이런 하나의 카드에 던롭 오는 과 카드들,374.319,5.43,LAQI9Kjiwkc
1488,카드,379.149,4.53,LAQI9Kjiwkc
